ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Restock_Frequency_Index,Shipment_Frequency_Index
3145,D,Road,4,2,139,3,low,M,5,5335,0,0.30000000000000004,0.6
3146,F,Road,3,2,136,2,high,F,1,4971,0,4.5,0.75
3147,A,Flight,4,2,172,3,medium,M,7,4883,0,0.42857142857142855,0.2
3148,B,Flight,4,3,272,3,high,F,6,4559,0,0.75,0.2
3149,C,Flight,3,1,207,3,high,M,1,5632,1,9.0,0.25
3150,F,Flight,2,2,134,3,low,M,4,2334,0,0.375,0.3333333333333333
3151,D,Flight,3,2,238,8,medium,F,3,2052,0,1.0,0.25
3152,F,Flight,2,2,274,10,high,M,3,4167,1,1.5,0.3333333333333333
3153,A,Flight,4,2,237,6,low,F,8,5834,0,0.1875,0.2
3154,B,Flight,3,2,153,10,high,M,2,5455,0,2.25,0.25
3155,C,Flight,4,2,223,3,low,F,8,4974,1,0.1875,0.2
3156,F,Flight,3,1,149,3,low,M,1,5040,1,1.5,0.25
3157,D,Flight,3,2,132,3,low,M,7,4013,1,0.2142857142857142,0.25
3158,F,Flight,4,1,246,3,low,F,7,1861,0,0.4285714285714284,0.2
3159,A,Flight,4,2,159,5,low,F,4,5547,1,0.375,0.2
3160,B,Flight,3,2,162,8,high,F,10,5429,1,0.18,0.25
3161,C,Flight,3,3,123,5,medium,F,5,4292,0,0.6000000000000001,0.25
3162,F,Flight,5,1,231,7,high,F,9,5558,0,1.0,0.1666666666666666
3163,D,Flight,3,3,213,10,medium,M,9,4862,0,0.6666666666666666,0.25
3164,F,Flight,5,2,160,3,high,M,1,5834,0,4.5,0.1666666666666666
3165,A,Flight,4,1,225,5,low,M,5,5060,1,0.30000000000000004,0.2
3166,B,Flight,3,2,178,3,low,M,3,4811,0,0.5,0.25
3167,C,Flight,4,2,273,3,medium,M,5,1505,0,1.2000000000000002,0.2
3168,F,Flight,3,2,129,3,high,M,9,4342,1,0.5,0.25
3169,D,Ship,3,2,273,6,low,F,9,3407,1,0.3333333333333333,0.5
3170,F,Ship,6,2,161,4,medium,M,8,5045,1,0.15000000000000002,0.2857142857142857
3171,A,Ship,4,2,139,3,low,F,3,5824,1,0.2,0.4
3172,B,Ship,3,2,136,2,high,F,6,4002,1,0.75,0.5
3173,C,Ship,4,2,172,3,medium,F,1,4201,0,3.0,0.4
3174,F,Ship,4,3,272,3,high,M,7,5927,0,0.6428571428571428,0.4
3175,D,Ship,3,1,207,3,high,F,3,4909,1,1.5,0.5
3176,F,Ship,2,1,134,3,low,M,6,4444,1,0.2499999999999999,0.6666666666666666
3177,A,Ship,3,1,238,8,medium,M,3,4388,1,2.0,0.5
3178,B,Ship,2,3,274,10,high,F,1,5622,0,4.5,0.6666666666666666
3179,C,Ship,4,1,237,6,low,M,8,5588,0,0.1875,0.4
3180,F,Ship,3,2,153,10,high,F,7,4240,0,0.6428571428571428,0.5
3181,D,Ship,4,1,223,3,low,M,7,4026,1,0.2142857142857142,0.4
3182,F,Ship,3,2,149,3,low,F,9,1096,1,0.06666666666666667,0.5
3183,A,Ship,3,1,132,3,low,M,6,5721,1,0.2499999999999999,0.5
3184,B,Ship,4,1,246,3,low,F,5,4710,0,0.30000000000000004,0.4
3185,C,Ship,4,2,159,5,low,M,4,1280,1,0.375,0.4
3186,F,Ship,3,3,162,8,high,F,10,4842,1,0.18,0.5
3187,D,Ship,3,2,123,5,medium,F,10,4231,1,0.12000000000000002,0.5
3188,F,Ship,5,2,231,7,high,M,6,5755,0,1.5,0.3333333333333333
3189,A,Ship,3,2,213,10,medium,M,2,4847,0,3.0,0.5
3190,B,Ship,5,2,160,3,high,M,2,5521,1,2.25,0.3333333333333333
3191,C,Ship,4,2,225,5,low,M,8,5243,0,0.375,0.4
3192,F,Ship,3,3,178,3,low,F,3,5540,0,0.5,0.5
3193,D,Ship,4,2,273,3,medium,M,2,4374,0,1.5,0.4
3194,F,Ship,3,1,129,3,high,M,7,1886,1,0.6428571428571428,0.5
3195,A,Ship,3,2,273,6,low,M,1,5790,0,3.0,0.5
3196,B,Ship,6,2,161,4,medium,M,3,4726,1,1.0,0.2857142857142857
3197,C,Ship,5,2,206,4,low,M,5,4015,0,0.30000000000000004,0.3333333333333333
3198,F,Ship,4,3,296,2,medium,M,1,1678,0,3.0,0.4
3199,D,Ship,3,1,249,5,medium,F,6,1887,0,0.5,0.5
3200,F,Ship,4,4,301,5,low,M,6,5444,0,0.2499999999999999,0.4
3201,A,Ship,4,4,296,3,low,M,4,1991,0,0.75,0.4
3202,B,Ship,3,2,205,4,low,M,2,1648,0,0.75,0.5
3203,C,Ship,3,2,132,2,low,F,9,4355,1,0.16666666666666666,0.5
3204,F,Ship,4,2,223,3,high,M,5,4152,0,0.8999999999999999,0.4
3205,D,Ship,3,2,190,3,medium,F,2,4312,0,1.5,0.5
3206,F,Ship,5,2,194,3,low,F,1,5226,0,1.5,0.3333333333333333
3207,A,Ship,2,2,176,2,medium,F,2,5138,0,1.5,0.6666666666666666
3208,B,Ship,6,2,227,5,medium,F,8,4388,0,0.375,0.2857142857142857
3209,C,Ship,5,3,149,2,low,M,9,5435,0,0.16666666666666666,0.3333333333333333
3210,F,Ship,5,1,173,2,low,M,7,5836,0,0.2142857142857142,0.3333333333333333
3211,D,Ship,3,2,181,2,low,F,6,3036,0,0.4999999999999998,0.5
3212,F,Ship,3,2,251,2,low,M,4,4015,0,0.75,0.5
3213,A,Ship,4,2,243,3,low,F,2,4909,0,0.75,0.4
3214,B,Ship,3,2,210,3,low,M,10,4398,1,0.15000000000000002,0.5
3215,C,Ship,5,2,145,4,medium,F,9,1951,0,0.3333333333333333,0.3333333333333333
3216,F,Ship,3,2,196,3,low,M,10,4546,0,0.15000000000000002,0.5
3217,D,Ship,3,1,154,2,medium,M,5,5735,1,0.24000000000000005,0.5
3218,F,Ship,4,2,164,4,low,M,6,4432,1,0.2499999999999999,0.4
3219,A,Ship,4,2,210,3,medium,F,1,5469,1,3.0,0.4
3220,B,Ship,5,2,212,2,low,F,7,3833,0,0.2142857142857142,0.3333333333333333
3221,C,Ship,3,2,263,2,medium,M,9,4868,1,0.6666666666666666,0.5
3222,F,Ship,3,1,155,2,low,M,3,4289,1,0.5,0.5
3223,D,Ship,3,2,223,2,low,M,9,4211,0,0.3333333333333333,0.5
3224,F,Ship,5,2,269,3,low,F,3,4489,0,0.5,0.3333333333333333
3225,A,Ship,3,3,117,3,low,F,6,2822,0,0.2499999999999999,0.5
3226,B,Ship,4,4,151,2,low,M,3,4032,1,0.5,0.4
3227,C,Ship,4,1,271,3,medium,M,4,4743,1,1.5,0.4
3228,F,Ship,3,2,205,3,low,M,10,5714,0,0.15000000000000002,0.5
3229,D,Ship,5,2,210,5,medium,M,9,5431,1,0.6666666666666666,0.3333333333333333
3230,F,Ship,4,1,133,2,medium,M,8,4277,0,0.375,0.4
3231,A,Ship,5,1,215,6,medium,F,5,4644,1,0.6000000000000001,0.3333333333333333
3232,B,Ship,2,3,140,3,low,F,2,4691,0,0.75,0.6666666666666666
3233,C,Ship,3,3,255,2,low,M,8,5955,1,0.375,0.5
3234,F,Ship,2,1,159,3,low,M,5,4692,0,0.30000000000000004,0.6666666666666666
3235,D,Ship,5,2,169,2,low,M,8,5010,1,0.1875,0.3333333333333333
3236,F,Ship,5,1,182,2,medium,M,2,2156,1,3.0,0.3333333333333333
3237,A,Ship,2,1,231,2,low,F,10,2881,1,0.15000000000000002,0.6666666666666666
3238,B,Ship,3,2,177,3,low,F,6,4445,0,0.2499999999999999,0.5
3239,C,Ship,4,1,250,3,medium,F,3,5055,1,1.0,0.4
3240,F,Ship,4,1,145,3,medium,F,4,5122,1,0.75,0.4
3241,D,Ship,2,1,117,3,high,F,2,4268,1,2.25,0.6666666666666666
3242,F,Ship,3,2,170,3,low,M,5,1191,1,0.30000000000000004,0.5
3243,A,Ship,4,2,173,3,high,F,9,5382,1,0.2,0.4
3244,B,Ship,4,1,232,3,medium,M,8,4658,1,0.375,0.4
3245,C,Ship,3,2,231,4,medium,M,4,5510,0,1.5,0.5
3246,F,Ship,3,1,136,3,medium,M,2,4524,1,1.5,0.5
3247,D,Ship,4,1,189,3,medium,M,5,3817,1,1.2000000000000002,0.4
3248,F,Ship,5,2,222,3,low,M,7,5704,0,0.2142857142857142,0.3333333333333333
3249,A,Ship,4,1,148,3,high,F,7,5034,1,0.6428571428571428,0.4
3250,B,Ship,5,1,265,2,medium,F,7,4134,1,0.42857142857142855,0.3333333333333333
3251,C,Ship,4,2,181,2,low,F,3,5877,0,0.5,0.4
3252,F,Ship,6,1,189,2,high,M,4,5898,1,1.125,0.2857142857142857
3253,D,Ship,3,2,160,3,medium,F,6,4808,1,0.5,0.5
3254,F,Ship,3,1,235,3,medium,F,10,4186,0,0.6000000000000001,0.5
3255,A,Ship,3,3,100,3,medium,M,4,4191,0,0.75,0.5
3256,B,Ship,5,1,135,4,medium,F,7,5765,1,0.42857142857142855,0.3333333333333333
3257,C,Ship,5,2,137,3,low,M,6,4883,1,0.09999999999999996,0.3333333333333333
3258,F,Ship,4,3,222,3,high,F,9,4299,0,1.0,0.4
3259,D,Ship,5,1,246,3,medium,F,10,4078,1,0.30000000000000004,0.3333333333333333
3260,F,Ship,3,2,202,3,medium,F,8,4313,1,0.375,0.5
3261,A,Ship,4,2,273,3,low,F,1,1008,1,1.5,0.4
3262,B,Road,5,1,248,2,low,F,9,5881,1,0.3333333333333333,0.5
3263,C,Road,4,3,199,4,medium,F,5,4194,0,0.6000000000000001,0.6
3264,F,Road,4,1,209,3,medium,M,7,4104,1,0.42857142857142855,0.6
3265,D,Road,4,1,216,2,low,M,2,4905,0,1.5,0.6
3266,F,Road,4,1,227,3,low,M,2,4318,1,0.75,0.6
3267,A,Road,3,2,216,4,medium,F,4,4416,0,0.75,0.75
3268,B,Road,2,1,242,2,medium,F,1,3555,1,6.0,1.0
3269,C,Road,5,1,217,3,medium,F,8,4512,1,0.75,0.5
3270,F,Road,2,2,160,3,medium,F,9,5382,0,0.3333333333333333,1.0
3271,D,Road,5,2,141,2,medium,M,4,5257,0,0.75,0.5
3272,F,Road,5,2,263,2,medium,F,5,4595,0,0.6000000000000001,0.5
3273,A,Road,5,1,171,4,low,M,7,5359,1,0.2142857142857142,0.5
3274,B,Road,3,1,195,2,low,F,4,1184,0,0.375,0.75
3275,C,Road,3,1,237,3,low,M,4,5561,1,0.375,0.75
3276,F,Road,2,2,241,4,low,F,4,5693,1,0.375,1.0
3277,D,Road,3,1,134,3,medium,F,9,1631,1,0.3333333333333333,0.75
3278,F,Road,5,1,156,3,low,F,5,4493,1,0.30000000000000004,0.5
3279,A,Road,3,2,211,2,low,M,6,1961,0,0.4999999999999998,0.75
3280,B,Road,3,2,243,2,low,F,5,1181,0,0.6000000000000001,0.75
3281,C,Road,4,1,196,2,medium,F,7,4116,1,0.42857142857142855,0.6
3282,F,Road,3,3,242,2,medium,F,7,1735,0,0.42857142857142855,0.75
3283,D,Road,3,2,175,3,low,F,3,4449,0,0.5,0.75
3284,F,Flight,2,4,155,3,low,M,1,5154,0,1.5,0.3333333333333333
3285,A,Flight,4,1,200,2,low,F,9,5288,1,0.3333333333333333,0.2
3286,B,Flight,3,1,191,3,low,M,4,5381,0,0.375,0.25
3287,C,Flight,4,2,221,3,low,F,6,2130,0,0.2499999999999999,0.2
3288,F,Flight,3,1,135,3,low,M,9,4511,0,0.16666666666666666,0.25
3289,D,Flight,3,2,152,4,medium,F,7,5943,1,0.17142857142857143,0.25
3290,F,Flight,2,2,172,2,low,M,7,4649,0,0.2142857142857142,0.3333333333333333
3291,A,Flight,5,1,253,2,high,F,2,5746,1,2.25,0.1666666666666666
3292,B,Flight,5,2,270,2,high,M,10,5360,0,0.44999999999999996,0.1666666666666666
3293,C,Flight,2,4,139,4,high,M,3,5713,1,0.6000000000000001,0.3333333333333333
3294,F,Flight,5,2,257,4,medium,M,9,5088,0,0.3333333333333333,0.1666666666666666
3295,D,Flight,4,2,155,3,low,F,5,4283,1,0.30000000000000004,0.2
3296,F,Flight,3,2,125,2,low,M,5,4933,1,0.30000000000000004,0.25
3297,A,Flight,5,2,233,2,low,F,7,4597,1,0.2142857142857142,0.1666666666666666
3298,B,Flight,3,2,205,2,medium,M,6,4989,1,0.5,0.25
3299,C,Flight,5,1,243,3,medium,M,4,4420,1,0.75,0.1666666666666666
3300,F,Flight,4,3,208,3,low,F,10,4919,0,0.15000000000000002,0.2
3301,D,Flight,3,3,230,3,medium,F,6,5507,0,0.5,0.25
3302,F,Flight,4,1,205,3,medium,M,5,4949,1,1.2000000000000002,0.2
3303,A,Flight,3,2,170,2,low,F,2,3889,1,0.30000000000000004,0.25
3304,B,Flight,4,2,222,2,medium,M,5,4268,0,0.6000000000000001,0.2
3305,C,Flight,5,4,186,2,low,M,3,5146,0,0.5,0.1666666666666666
3306,F,Ship,5,2,208,2,low,F,8,5218,0,0.375,0.3333333333333333
3307,D,Ship,4,3,223,3,medium,F,9,1486,0,0.3333333333333333,0.4
3308,F,Ship,5,1,154,2,medium,M,8,4006,0,0.375,0.3333333333333333
3309,A,Ship,5,2,235,4,medium,F,10,4011,0,0.30000000000000004,0.3333333333333333
3310,B,Ship,4,2,271,3,medium,M,1,4137,0,6.0,0.4
3311,C,Ship,4,3,250,3,low,F,2,5206,0,1.5,0.4
3312,F,Ship,4,1,206,2,medium,M,4,5159,0,1.5,0.4
3313,D,Ship,3,1,153,3,low,M,10,4882,1,0.15000000000000002,0.5
3314,F,Ship,4,1,212,2,medium,F,6,4117,1,0.5,0.4
3315,A,Ship,6,2,168,2,high,M,6,5686,0,0.75,0.2857142857142857
3316,B,Ship,3,1,171,2,low,M,10,2443,1,0.15000000000000002,0.5
3317,C,Ship,3,2,132,2,low,M,10,4462,1,0.06000000000000001,0.5
3318,F,Ship,5,2,141,3,low,M,9,1148,0,0.16666666666666666,0.3333333333333333
3319,D,Ship,3,2,254,2,low,M,1,4334,0,1.5,0.5
3320,F,Ship,4,2,159,2,medium,F,6,5221,1,0.2,0.4
3321,A,Ship,2,3,194,2,low,F,4,3873,1,0.75,0.6666666666666666
3322,B,Ship,4,3,178,6,low,M,6,4203,0,0.2499999999999999,0.4
3323,C,Ship,3,1,151,3,low,M,2,5712,1,0.30000000000000004,0.5
3324,F,Ship,5,1,244,2,low,F,5,1339,1,0.6000000000000001,0.3333333333333333
3325,D,Ship,3,1,237,3,low,M,8,5287,1,0.1875,0.5
3326,F,Ship,3,2,241,3,medium,M,9,4744,0,0.3333333333333333,0.5
3327,A,Ship,4,2,156,3,low,M,3,5923,1,0.2,0.4
3328,B,Ship,4,2,243,3,medium,M,1,1274,0,3.0,0.4
3329,C,Ship,5,2,219,2,medium,M,4,4289,0,0.75,0.3333333333333333
3330,F,Ship,4,3,168,2,high,M,2,5776,0,2.25,0.4
3331,D,Ship,6,2,224,6,high,M,8,5661,0,0.5625,0.2857142857142857
3332,F,Ship,4,1,216,2,medium,M,2,5840,1,3.0,0.4
3333,A,Ship,3,2,187,5,low,F,6,4698,0,0.4999999999999998,0.5
3334,B,Ship,5,2,204,3,high,F,1,4037,1,9.0,0.3333333333333333
3335,C,Ship,6,1,266,5,low,M,10,4140,0,0.15000000000000002,0.2857142857142857
3336,F,Ship,3,1,179,2,low,F,2,4931,1,0.75,0.5
3337,D,Ship,3,3,184,3,low,M,10,4776,0,0.15000000000000002,0.5
3338,F,Ship,6,2,204,4,medium,F,2,4431,0,1.5,0.2857142857142857
3339,A,Ship,3,2,255,2,medium,F,7,2849,1,0.42857142857142855,0.5
3340,B,Ship,4,1,272,2,medium,F,5,5252,0,0.6000000000000001,0.4
3341,C,Ship,4,2,186,2,low,M,7,4947,1,0.2142857142857142,0.4
3342,F,Ship,5,2,147,4,medium,M,6,4369,0,0.5,0.3333333333333333
3343,D,Ship,3,2,145,3,medium,M,4,3330,1,0.75,0.5
3344,F,Ship,5,1,255,3,medium,F,6,5715,0,0.5,0.3333333333333333
3345,A,Ship,3,2,133,2,low,F,7,4663,0,0.2142857142857142,0.5
3346,B,Ship,4,2,155,4,low,F,1,5446,1,0.6000000000000001,0.4
3347,C,Ship,4,2,151,4,medium,M,10,4390,0,0.30000000000000004,0.4
3348,F,Ship,4,1,270,2,high,F,3,4914,1,1.5,0.4
3349,D,Ship,3,2,234,4,high,M,6,4942,0,0.75,0.5
3350,F,Ship,3,2,186,2,medium,M,4,4352,0,1.5,0.5
3351,A,Ship,4,2,157,2,medium,M,6,5937,1,0.2,0.4
3352,B,Ship,4,2,268,3,low,M,7,1523,0,0.2142857142857142,0.4
3353,C,Ship,4,1,244,2,low,M,10,4486,1,0.15000000000000002,0.4
3354,F,Ship,4,2,190,3,low,M,2,4554,0,0.75,0.4
3355,D,Ship,4,1,161,4,low,M,5,5038,0,0.30000000000000004,0.4
3356,F,Ship,2,1,162,3,high,F,2,1347,1,2.25,0.6666666666666666
3357,A,Ship,4,3,163,8,medium,F,6,5739,1,0.2,0.4
3358,B,Ship,3,2,211,6,low,M,5,1192,1,0.6000000000000001,0.5
3359,C,Ship,3,2,205,8,medium,M,1,4098,1,6.0,0.5
3360,F,Ship,3,2,150,3,medium,F,4,4442,1,0.75,0.5
3361,D,Ship,2,2,209,5,medium,F,10,4623,1,0.6000000000000001,0.6666666666666666
3362,F,Ship,5,2,250,3,medium,F,6,5817,0,0.5,0.3333333333333333
3363,A,Ship,3,1,206,3,high,F,1,4431,1,9.0,0.5
3364,B,Ship,5,4,244,3,low,M,2,4198,0,0.75,0.3333333333333333
3365,C,Ship,2,1,180,3,low,M,2,4615,1,0.75,0.6666666666666666
3366,F,Ship,4,2,256,3,medium,M,1,5784,1,6.0,0.4
3367,D,Ship,5,1,273,3,medium,F,2,4144,1,1.5,0.3333333333333333
3368,F,Ship,4,4,178,8,medium,F,6,4872,0,0.5,0.4
3369,A,Ship,4,2,296,2,medium,F,2,1233,0,1.5,0.4
3370,B,Ship,3,2,249,5,medium,F,9,1752,0,0.6666666666666666,0.5
3371,C,Ship,4,2,151,4,medium,M,3,5470,0,1.0,0.4
3372,F,Ship,4,3,270,2,high,F,5,5346,0,1.7999999999999998,0.4
3373,D,Ship,3,1,234,4,high,F,7,5028,1,1.2857142857142856,0.5
3374,F,Ship,3,2,186,2,medium,F,9,4556,0,0.6666666666666666,0.5
3375,A,Ship,4,3,157,2,medium,M,3,5801,0,1.0,0.4
3376,B,Ship,4,1,268,3,low,F,3,3236,1,1.0,0.4
3377,C,Ship,4,2,244,2,low,F,3,4644,1,0.5,0.4
3378,F,Ship,4,1,190,3,low,M,2,4800,0,0.75,0.4
3379,D,Ship,4,2,161,4,low,F,10,5322,0,0.15000000000000002,0.4
3380,F,Ship,2,2,162,3,high,M,10,4489,1,0.44999999999999996,0.6666666666666666
3381,A,Ship,4,1,163,8,medium,F,9,5489,1,0.3333333333333333,0.4
3382,B,Ship,3,1,211,6,low,F,2,4417,0,1.5,0.5
3383,C,Ship,3,2,205,8,medium,F,5,4869,1,0.6000000000000001,0.5
3384,F,Ship,3,4,150,3,medium,M,4,2669,1,0.30000000000000004,0.5
3385,D,Ship,2,2,209,5,medium,F,9,5565,0,0.3333333333333333,0.6666666666666666
3386,F,Ship,5,2,250,3,medium,M,4,4343,0,0.75,0.3333333333333333
3387,A,Ship,3,2,206,3,high,F,8,4763,1,1.125,0.5
3388,B,Ship,5,2,244,3,low,M,9,5695,0,0.16666666666666666,0.3333333333333333
3389,C,Ship,2,1,180,3,low,M,2,5033,1,0.75,0.6666666666666666
3390,F,Ship,4,1,256,3,medium,M,10,4504,1,0.30000000000000004,0.4
3391,D,Ship,5,1,273,3,medium,M,6,4044,1,1.0,0.3333333333333333
3392,F,Ship,4,2,178,8,medium,M,5,4120,1,0.6000000000000001,0.4
3393,A,Ship,4,1,296,2,medium,F,9,1523,1,0.3333333333333333,0.4
3394,B,Ship,4,2,275,6,medium,M,2,1712,1,1.5,0.4
3395,C,Ship,5,2,270,3,low,M,2,4351,1,1.5,0.3333333333333333
3396,F,Ship,6,2,224,4,medium,M,6,1763,0,0.5,0.2857142857142857
3397,D,Ship,2,2,172,5,low,M,4,4668,0,0.375,0.6666666666666666
3398,F,Ship,4,2,176,3,low,F,1,4774,0,1.5,0.4
3399,A,Road,6,2,240,4,low,M,9,4099,0,0.16666666666666666,0.4285714285714285
3400,B,Road,3,2,213,3,low,F,5,4535,1,0.6000000000000001,0.75
3401,C,Road,4,3,197,3,low,F,2,5707,0,1.5,0.6
3402,F,Road,4,2,167,2,low,F,7,1913,1,0.2142857142857142,0.6
3403,D,Road,5,1,180,3,low,F,2,5032,1,0.30000000000000004,0.5
3404,F,Road,3,2,119,2,low,F,10,4146,1,0.15000000000000002,0.75
3405,A,Road,5,2,232,4,low,M,3,5447,0,1.0,0.5
3406,B,Road,3,2,139,2,medium,M,7,5536,1,0.17142857142857143,0.75
3407,C,Road,3,1,272,3,low,M,2,4459,1,0.75,0.75
3408,F,Road,3,2,253,3,low,F,7,5164,0,0.2142857142857142,0.75
3409,D,Road,3,2,188,3,low,M,4,5376,0,0.375,0.75
3410,F,Road,3,2,202,3,medium,M,5,5672,0,0.6000000000000001,0.75
3411,A,Road,3,1,134,3,low,F,7,5802,1,0.2142857142857142,0.75
3412,B,Road,3,2,110,3,medium,M,3,4252,1,1.0,0.75
3413,C,Road,3,3,172,2,low,F,9,4532,1,0.06666666666666667,0.75
3414,F,Road,3,2,188,3,low,M,3,4222,0,1.0,0.75
3415,D,Road,3,2,258,4,medium,F,6,5365,1,0.5,0.75
3416,F,Road,5,1,234,3,low,M,10,5673,0,0.15000000000000002,0.5
3417,A,Road,3,2,148,4,medium,F,9,5301,1,0.13333333333333333,0.75
3418,B,Road,5,2,194,4,low,F,2,5396,0,0.75,0.5
3419,C,Road,4,2,266,3,medium,F,2,1783,1,1.5,0.6
3420,F,Road,5,1,158,3,medium,M,7,5580,1,0.17142857142857143,0.5
3421,D,Flight,5,2,228,2,high,M,6,4984,1,1.5,0.1666666666666666
3422,F,Flight,4,3,159,2,low,M,1,5671,1,0.6000000000000001,0.2
3423,A,Flight,3,2,255,4,low,M,10,4107,0,0.30000000000000004,0.25
3424,B,Flight,3,1,213,3,low,F,4,5481,1,0.375,0.25
3425,C,Flight,3,2,148,2,low,F,5,1022,1,0.12000000000000002,0.25
3426,F,Flight,4,1,219,3,medium,M,6,5957,1,0.5,0.2
3427,D,Flight,3,1,168,5,medium,M,9,5731,1,0.3333333333333333,0.25
3428,F,Flight,4,3,148,5,medium,F,6,4802,0,0.5,0.2
3429,A,Flight,3,1,149,3,low,F,5,5157,0,0.30000000000000004,0.25
3430,B,Flight,3,2,245,6,high,M,9,4793,0,1.0,0.25
3431,C,Flight,3,1,200,2,medium,M,10,2154,1,0.30000000000000004,0.25
3432,F,Flight,3,1,228,3,medium,M,9,5530,0,0.3333333333333333,0.25
3433,D,Flight,4,2,175,4,low,M,2,4140,1,0.30000000000000004,0.2
3434,F,Flight,3,2,201,3,low,M,9,3652,1,0.16666666666666666,0.25
3435,A,Flight,4,2,267,4,low,M,7,5140,0,0.2142857142857142,0.2
3436,B,Flight,3,1,217,2,medium,F,9,4765,0,0.3333333333333333,0.25
3437,C,Flight,2,2,160,2,high,M,3,4409,0,1.5,0.3333333333333333
3438,F,Flight,4,2,264,3,low,F,2,4279,1,0.75,0.2
3439,D,Flight,3,2,179,3,high,M,5,5461,1,0.36,0.25
3440,F,Flight,4,1,259,3,medium,M,10,4921,1,0.30000000000000004,0.2
3441,A,Flight,4,2,178,2,high,M,5,5403,0,0.8999999999999999,0.2
3442,B,Flight,3,2,242,5,medium,M,6,4694,0,1.0,0.25
3443,C,Ship,4,2,235,2,low,M,4,5671,0,0.75,0.4
3444,F,Ship,4,2,247,2,medium,F,7,1914,0,0.42857142857142855,0.4
3445,D,Ship,2,1,240,5,low,M,7,4138,1,0.2142857142857142,0.6666666666666666
3446,F,Ship,3,3,252,2,low,M,4,5559,0,0.375,0.5
3447,A,Ship,5,1,237,2,low,M,8,4887,1,0.375,0.3333333333333333
3448,B,Ship,4,2,161,3,low,F,4,5947,0,0.375,0.4
3449,C,Ship,2,2,144,4,low,F,10,4075,0,0.15000000000000002,0.6666666666666666
3450,F,Ship,4,2,163,4,medium,M,2,5346,1,0.6000000000000001,0.4
3451,D,Ship,4,2,246,3,low,F,5,3891,0,0.30000000000000004,0.4
3452,F,Ship,3,1,213,3,medium,M,10,4573,1,0.6000000000000001,0.5
3453,A,Ship,5,2,123,2,low,F,9,5497,1,0.06666666666666667,0.3333333333333333
3454,B,Ship,4,1,192,3,low,M,1,4045,1,1.5,0.4
3455,C,Ship,4,1,149,3,low,F,8,5658,1,0.07500000000000001,0.4
3456,F,Ship,5,2,206,4,high,F,1,1551,0,9.0,0.3333333333333333
3457,D,Ship,6,2,243,6,low,M,8,4532,0,0.1875,0.2857142857142857
3458,F,Ship,4,1,136,3,low,F,1,5856,1,1.5,0.4
3459,A,Ship,4,2,170,2,medium,F,5,5759,0,0.6000000000000001,0.4
3460,B,Ship,2,1,180,2,low,F,8,3078,1,0.1875,0.6666666666666666
3461,C,Ship,3,2,220,2,low,F,1,5663,0,3.0,0.5
3462,F,Ship,3,1,144,2,low,M,6,5994,1,0.09999999999999996,0.5
3463,D,Ship,3,2,271,2,medium,M,6,4218,0,0.5,0.5
3464,F,Ship,4,1,186,2,medium,F,9,1005,1,0.6666666666666666,0.4
3465,A,Ship,2,1,247,4,medium,M,4,5255,1,0.75,0.6666666666666666
3466,B,Ship,4,2,202,3,medium,M,2,4299,1,1.5,0.4
3467,C,Ship,4,2,143,3,medium,F,3,5062,1,0.4,0.4
3468,F,Ship,3,2,180,3,low,F,10,5633,1,0.06000000000000001,0.5
3469,D,Ship,4,2,221,3,medium,F,3,4335,1,2.0,0.4
3470,F,Ship,4,1,173,3,low,F,7,1771,1,0.2142857142857142,0.4
3471,A,Ship,2,2,107,3,medium,M,2,4853,0,1.5,0.6666666666666666
3472,B,Ship,3,1,259,2,medium,F,3,4154,1,1.0,0.5
3473,C,Ship,5,3,134,3,medium,M,4,4620,1,0.30000000000000004,0.3333333333333333
3474,F,Ship,3,2,204,4,low,M,4,4745,0,0.75,0.5
3475,D,Ship,2,2,161,5,medium,M,3,4138,0,1.0,0.6666666666666666
3476,F,Ship,6,2,100,5,low,F,7,5668,1,0.2142857142857142,0.2857142857142857
3477,A,Ship,5,1,260,4,medium,F,3,5890,0,1.0,0.3333333333333333
3478,B,Ship,5,3,196,3,low,F,4,4271,0,0.375,0.3333333333333333
3479,C,Ship,5,1,260,3,low,M,1,4799,1,1.5,0.3333333333333333
3480,F,Ship,3,3,193,4,low,M,5,4700,0,0.30000000000000004,0.5
3481,D,Ship,4,2,258,3,medium,M,7,4159,0,0.42857142857142855,0.4
3482,F,Ship,4,2,254,4,low,M,9,4492,0,0.3333333333333333,0.4
3483,A,Ship,3,3,216,4,low,F,3,4934,0,1.0,0.5
3484,B,Ship,4,2,273,3,low,F,5,5323,0,0.30000000000000004,0.4
3485,C,Ship,4,2,223,4,low,M,1,4219,0,3.0,0.4
3486,F,Ship,4,2,182,2,medium,F,10,5638,0,0.30000000000000004,0.4
3487,D,Ship,3,2,201,3,low,F,6,5722,1,0.4999999999999998,0.5
3488,F,Ship,4,1,249,3,medium,F,6,5657,1,0.5,0.4
3489,A,Ship,5,1,152,3,low,M,1,5314,1,1.5,0.3333333333333333
3490,B,Ship,3,1,244,4,medium,M,6,4734,1,0.5,0.5
3491,C,Ship,3,2,256,4,medium,F,3,4398,1,1.0,0.5
